Shakespeare_chunk_110_1497615608349479_count_0_noise_22_noise_type_White,2,19.47,21.05,mentor Gershon,22,True,0.971,0.4583,lecture,White,mentor,Gershon,"[{'timestamps': [['mentor', 0.26, 0.81], ['version', 1.41, 1.8]], 'confidence': 0.702, 'transcript': 'mentor version ', 'word_confidence': [['mentor', 0.858], ['version', 0.482]]}]",mentor,0.9899,version,0.9004
Google_IO_2017_chunk_67_1497615608349479_count_0_noise_-1_noise_type_White,2,22.98,23.74,Google assistant,-1,True,0.9442,0.4791,lecture,White,Google,assistant,"[{'timestamps': [['Google', 0.29, 0.55], ['system', 0.55, 0.99]], 'confidence': 0.293, 'transcript': 'Google system ', 'word_confidence': [['Google', 0.116], ['system', 0.397]]}]",Google,0.3396,assistant,0.4894
google_Documentary_chunk_19_1497615608349479_count_0_noise_-1_noise_type_White,2,17.58,18.56,occupying round,-1,True,0.9716,0.3791,lecture,White,occupying,round,"[{'timestamps': [['occupying', 0.28, 0.89], ['Ron', 0.89, 1.21]], 'confidence': 0.733, 'transcript': 'occupying Ron ', 'word_confidence': [['occupying', 0.999], ['Ron', 0.225]]}]",occupying,0.9993,Ron,0.6799
google_Documentary_chunk_19_1497615608349479_count_0_noise_0_noise_type_White,2,17.58,18.56,occupying round,0,True,0.9716,0.3791,lecture,White,occupying,round,"[{'timestamps': [['occupying', 0.28, 0.89], ['Ron', 0.89, 1.21]], 'confidence': 0.729, 'transcript': 'occupying Ron ', 'word_confidence': [['occupying', 1.0], ['Ron', 0.212]]}]",occupying,0.9992,Ron,0.6197
google_Documentary_chunk_19_1497615608349479_count_0_noise_10_noise_type_White,2,17.58,18.56,occupying round,10,True,0.9716,0.3791,lecture,White,occupying,round,"[{'timestamps': [['occupying', 0.28, 0.89], ['Ron', 0.89, 1.21]], 'confidence': 0.713, 'transcript': 'occupying Ron ', 'word_confidence': [['occupying', 0.997], ['Ron', 0.172]]}]",occupying,1.0,Ron,0.5308
google_Documentary_chunk_19_1497615608349479_count_0_noise_15_noise_type_White,2,17.58,18.56,occupying round,15,True,0.9716,0.3791,lecture,White,occupying,round,"[{'timestamps': [['occupying', 0.28, 0.89], ['Ron', 0.89, 1.19]], 'confidence': 0.72, 'transcript': 'occupying Ron ', 'word_confidence': [['occupying', 0.996], ['Ron', 0.161]]}]",occupying,0.9991,Ron,0.4563
google_Documentary_chunk_19_1497615608349479_count_0_noise_16_noise_type_White,2,17.58,18.56,occupying round,16,True,0.9716,0.3791,lecture,White,occupying,round,"[{'timestamps': [['occupying', 0.28, 0.89], ['Ron', 0.89, 1.19]], 'confidence': 0.722, 'transcript': 'occupying Ron ', 'word_confidence': [['occupying', 0.994], ['Ron', 0.168]]}]",occupying,0.9989,Ron,0.4436
American_Civil_War_chunk_81_1497615608349479_count_0_noise_-1_noise_type_White,2,10.54,11.34,psycho alone,-1,True,0.9187,0.308,lecture,White,psycho,alone,"[{'timestamps': [['think', 0.25, 0.47], ['of', 0.47, 0.63], ['all', 0.74, 1.02]], 'confidence': 0.11, 'transcript': 'think of all ', 'word_confidence': [['think', 0.108], ['of', 0.244], ['all', 0.036]]}]",psycho,0.515
American_Civil_War_chunk_81_1497615608349479_count_0_noise_0_noise_type_White,2,10.54,11.34,psycho alone,0,True,0.9187,0.308,lecture,White,psycho,alone,"[{'timestamps': [[""it's"", 0.23, 0.3], ['like', 0.3, 0.46], ['out', 0.46, 0.63], ['of', 0.75, 1.02]], 'confidence': 0.16, 'transcript': ""it's like out of "", 'word_confidence': [[""it's"", 0.192], ['like', 0.34], ['out', 0.046], ['of', 0.117]]}]",psycho,0.4227
Google_IO_2017_chunk_210_1497615608349479_count_0_noise_-1_noise_type_White,2,12.24,13.18,making Collin,-1,True,0.9935,0.4265,lecture,White,making,Collin,"[{'timestamps': [['breaking', 0.21, 0.59], ['hotline', 0.59, 1.14]], 'confidence': 0.361, 'transcript': 'breaking hotline ', 'word_confidence': [['breaking', 0.55], ['hotline', 0.23]]}]",breaking,0.7609,hotline,0.5643
Albert_Einstein_chunk_86_1497615608349479_count_0_noise_-1_noise_type_White,2,8.12,9.47,keeps seeing,-1,True,1.0,0.3404,lecture,White,keeps,seeing,"[{'timestamps': [['keeps', 0.31, 0.71], ['scene', 1.01, 1.55]], 'confidence': 0.665, 'transcript': 'keeps scene ', 'word_confidence': [['keeps', 0.973], ['scene', 0.437]]}]",keeps,1.0,scene,0.5365
Albert_Einstein_chunk_86_1497615608349479_count_0_noise_0_noise_type_White,2,8.12,9.47,keeps seeing,0,True,1.0,0.3404,lecture,White,keeps,seeing,"[{'timestamps': [['keeps', 0.33, 0.7], ['scene', 1.02, 1.55]], 'confidence': 0.694, 'transcript': 'keeps scene ', 'word_confidence': [['keeps', 1.0], ['scene', 0.48]]}]",keeps,1.0,scene,0.5878
Albert_Einstein_chunk_86_1497615608349479_count_0_noise_10_noise_type_White,2,8.12,9.47,keeps seeing,10,True,1.0,0.3404,lecture,White,keeps,seeing,"[{'timestamps': [['keeps', 0.32, 0.7], ['scene', 1.02, 1.55]], 'confidence': 0.678, 'transcript': 'keeps scene ', 'word_confidence': [['keeps', 0.992], ['scene', 0.453]]}]",keeps,1.0,scene,0.5482
Albert_Einstein_chunk_86_1497615608349479_count_0_noise_15_noise_type_White,2,8.12,9.47,keeps seeing,15,True,1.0,0.3404,lecture,White,keeps,seeing,"[{'timestamps': [['keeps', 0.32, 0.7], ['seeing', 1.02, 1.54]], 'confidence': 0.477, 'transcript': 'keeps seeing ', 'word_confidence': [['keeps', 0.919], ['seeing', 0.153]]}]",keeps,0.991,scene,0.4573
Albert_Einstein_chunk_86_1497615608349479_count_0_noise_17_noise_type_White,2,8.12,9.47,keeps seeing,17,True,1.0,0.3404,lecture,White,keeps,seeing,"[{'timestamps': [['keeps', 0.32, 0.7], ['seeing', 1.02, 1.54]], 'confidence': 0.424, 'transcript': 'keeps seeing ', 'word_confidence': [['keeps', 0.754], ['seeing', 0.182]]}]",keeps,0.9362,seeing,0.4078
Albert_Einstein_chunk_86_1497615608349479_count_0_noise_19_noise_type_White,2,8.12,9.47,keeps seeing,19,True,1.0,0.3404,lecture,White,keeps,seeing,"[{'timestamps': [['keeps', 0.32, 0.7], ['seeing', 1.02, 1.54]], 'confidence': 0.26, 'transcript': 'keeps seeing ', 'word_confidence': [['keeps', 0.376], ['seeing', 0.176]]}]",keeps,0.7363,seeing,0.4856
Albert_Einstein_chunk_128_1497615608349479_count_0_noise_-1_noise_type_White,2,17.45,18.2,least before,-1,False,0.4519,0.9836,lecture,White,least,before,"[{'timestamps': [['this', 0.2, 0.46], ['before', 0.46, 0.97]], 'confidence': 0.812, 'transcript': 'this before ', 'word_confidence': [['this', 0.467], ['before', 0.988]]}]",this,0.9256,before,0.9969
Albert_Einstein_chunk_128_1497615608349479_count_0_noise_0_noise_type_White,2,17.45,18.2,least before,0,False,0.4519,0.9836,lecture,White,least,before,"[{'timestamps': [['this', 0.19, 0.46], ['before', 0.46, 0.97]], 'confidence': 0.771, 'transcript': 'this before ', 'word_confidence': [['this', 0.414], ['before', 0.96]]}]",this,0.9257,before,0.9903
Albert_Einstein_chunk_128_1497615608349479_count_0_noise_10_noise_type_White,2,17.45,18.2,least before,10,False,0.4519,0.9836,lecture,White,least,before,"[{'timestamps': [['this', 0.19, 0.46], ['before', 0.46, 0.97]], 'confidence': 0.723, 'transcript': 'this before ', 'word_confidence': [['this', 0.361], ['before', 0.915]]}]",this,0.8802,before,0.984
Albert_Einstein_chunk_128_1497615608349479_count_0_noise_15_noise_type_White,2,17.45,18.2,least before,15,False,0.4519,0.9836,lecture,White,least,before,"[{'timestamps': [['this', 0.2, 0.46], ['before', 0.46, 0.96]], 'confidence': 0.635, 'transcript': 'this before ', 'word_confidence': [['this', 0.258], ['before', 0.831]]}]",this,0.6513,before,0.9351
Albert_Einstein_chunk_128_1497615608349479_count_0_noise_17_noise_type_White,2,17.45,18.2,least before,17,False,0.4519,0.9836,lecture,White,least,before,"[{'timestamps': [['this', 0.2, 0.46], ['before', 0.46, 0.96]], 'confidence': 0.615, 'transcript': 'this before ', 'word_confidence': [['this', 0.233], ['before', 0.814]]}]",this,0.509,before,0.8834
Albert_Einstein_chunk_128_1497615608349479_count_0_noise_19_noise_type_White,2,17.45,18.2,least before,19,False,0.4519,0.9836,lecture,White,least,before,"[{'timestamps': [['speak', 0.31, 0.64], ['for', 0.64, 0.94]], 'confidence': 0.131, 'transcript': 'speak for ', 'word_confidence': [['speak', 0.099], ['for', 0.165]]}]",this,0.4034,before,0.8842
Google_IO_2017_chunk_276_1497615608349479_count_0_noise_-1_noise_type_White,2,10.24,10.95,literally talked,-1,True,0.9798,0.4979,lecture,White,literally,talked,"[{'timestamps': [['literally', 0.24, 0.69], ['talk', 0.69, 0.95]], 'confidence': 0.433, 'transcript': 'literally talk ', 'word_confidence': [['literally', 0.513], ['talk', 0.294]]}]",literally,0.8985,talk,0.6795
Google_IO_2017_chunk_276_1497615608349479_count_0_noise_0_noise_type_White,2,10.24,10.95,literally talked,0,True,0.9798,0.4979,lecture,White,literally,talked,"[{'timestamps': [['literally', 0.24, 0.69], ['talk', 0.69, 0.95]], 'confidence': 0.593, 'transcript': 'literally talk ', 'word_confidence': [['literally', 0.749], ['talk', 0.324]]}]",literally,0.9577,talk,0.6738
Google_IO_2017_chunk_276_1497615608349479_count_0_noise_10_noise_type_White,2,10.24,10.95,literally talked,10,True,0.9798,0.4979,lecture,White,literally,talked,"[{'timestamps': [['literally', 0.24, 0.69], ['talk', 0.69, 0.95]], 'confidence': 0.705, 'transcript': 'literally talk ', 'word_confidence': [['literally', 0.874], ['talk', 0.413]]}]",literally,0.9943,talk,0.7757
Google_IO_2017_chunk_276_1497615608349479_count_0_noise_20_noise_type_White,2,10.24,10.95,literally talked,20,True,0.9798,0.4979,lecture,White,literally,talked,"[{'timestamps': [['I', 0.24, 0.27], ['literally', 0.27, 0.69], ['thought', 0.69, 0.93]], 'confidence': 0.53, 'transcript': 'I literally thought ', 'word_confidence': [['I', 0.198], ['literally', 0.698], ['thought', 0.277]]}]",I,0.4281,literally,0.9634,thought,0.408
Google_IO_2017_chunk_276_1497615608349479_count_0_noise_22_noise_type_White,2,10.24,10.95,literally talked,22,True,0.9798,0.4979,lecture,White,literally,talked,"[{'timestamps': [['I', 0.24, 0.27], ['literally', 0.27, 0.69], ['thought', 0.69, 0.93]], 'confidence': 0.484, 'transcript': 'I literally thought ', 'word_confidence': [['I', 0.203], ['literally', 0.588], ['thought', 0.337]]}]",literally,0.9301,thought,0.4536
Google_IO_2017_chunk_276_1497615608349479_count_0_noise_24_noise_type_White,2,10.24,10.95,literally talked,24,True,0.9798,0.4979,lecture,White,literally,talked,"[{'timestamps': [['I', 0.24, 0.27], ['literally', 0.27, 0.69], ['thought', 0.69, 0.92]], 'confidence': 0.382, 'transcript': 'I literally thought ', 'word_confidence': [['I', 0.174], ['literally', 0.408], ['thought', 0.361]]}]",literally,0.8259,thought,0.5022
American_revolution_lecture_chunk_61_1497615608349479_count_0_noise_-1_noise_type_White,2,8.41,9.37,authority negotiate,-1,True,0.9999,0.4893,lecture,White,authority,negotiate,"[{'timestamps': [['authority', 0.22, 0.63], ['negotiate', 0.63, 1.2]], 'confidence': 0.689, 'transcript': 'authority negotiate ', 'word_confidence': [['authority', 1.0], ['negotiate', 0.465]]}]",authority,1.0,negotiate,0.5967
American_revolution_lecture_chunk_61_1497615608349479_count_0_noise_0_noise_type_White,2,8.41,9.37,authority negotiate,0,True,0.9999,0.4893,lecture,White,authority,negotiate,"[{'timestamps': [['authority', 0.22, 0.63], ['negotiate', 0.63, 1.2]], 'confidence': 0.688, 'transcript': 'authority negotiate ', 'word_confidence': [['authority', 1.0], ['negotiate', 0.464]]}]",authority,1.0,negotiate,0.5582
American_revolution_lecture_chunk_61_1497615608349479_count_0_noise_10_noise_type_White,2,8.41,9.37,authority negotiate,10,True,0.9999,0.4893,lecture,White,authority,negotiate,"[{'timestamps': [['authority', 0.22, 0.63], ['negotiate', 0.63, 1.18]], 'confidence': 0.752, 'transcript': 'authority negotiate ', 'word_confidence': [['authority', 1.0], ['negotiate', 0.567]]}]",authority,1.0,negotiate,0.5904
American_revolution_lecture_chunk_61_1497615608349479_count_0_noise_20_noise_type_White,2,8.41,9.37,authority negotiate,20,True,0.9999,0.4893,lecture,White,authority,negotiate,"[{'timestamps': [['authority', 0.22, 0.63], ['negotiate', 0.63, 1.17]], 'confidence': 0.704, 'transcript': 'authority negotiate ', 'word_confidence': [['authority', 1.0], ['negotiate', 0.48]]}]",authority,1.0,negotiate,0.6797
American_revolution_lecture_chunk_61_1497615608349479_count_0_noise_25_noise_type_White,2,8.41,9.37,authority negotiate,25,True,0.9999,0.4893,lecture,White,authority,negotiate,"[{'timestamps': [['authority', 0.22, 0.64], ['negotiate', 0.64, 1.17]], 'confidence': 0.681, 'transcript': 'authority negotiate ', 'word_confidence': [['authority', 1.0], ['negotiate', 0.428]]}]",authority,1.0,negotiate,0.6239
Darwins_Legacy_chunk_18_1497615608349479_count_0_noise_-1_noise_type_White,2,5.49,6.71,biographical studies,-1,True,1.0,0.4585,lecture,White,biographical,studies,"[{'timestamps': [['biographical', 0.29, 0.99], ['studies', 0.99, 1.46]], 'confidence': 0.754, 'transcript': 'biographical studies ', 'word_confidence': [['biographical', 1.0], ['studies', 0.387]]}]",biographical,1.0,studies,0.5072
Darwins_Legacy_chunk_18_1497615608349479_count_0_noise_0_noise_type_White,2,5.49,6.71,biographical studies,0,True,1.0,0.4585,lecture,White,biographical,studies,"[{'timestamps': [['biographical', 0.29, 0.99], ['studies', 0.99, 1.46]], 'confidence': 0.755, 'transcript': 'biographical studies ', 'word_confidence': [['biographical', 1.0], ['studies', 0.389]]}]",biographical,1.0,studies,0.5124
Darwins_Legacy_chunk_18_1497615608349479_count_0_noise_10_noise_type_White,2,5.49,6.71,biographical studies,10,True,1.0,0.4585,lecture,White,biographical,studies,"[{'timestamps': [['biographical', 0.29, 0.99], ['studies', 0.99, 1.45]], 'confidence': 0.767, 'transcript': 'biographical studies ', 'word_confidence': [['biographical', 1.0], ['studies', 0.413]]}]",biographical,1.0,studies,0.5305
Darwins_Legacy_chunk_18_1497615608349479_count_0_noise_20_noise_type_White,2,5.49,6.71,biographical studies,20,True,1.0,0.4585,lecture,White,biographical,studies,"[{'timestamps': [['biographical', 0.3, 0.98], ['studies', 0.98, 1.45]], 'confidence': 0.763, 'transcript': 'biographical studies ', 'word_confidence': [['biographical', 1.0], ['studies', 0.419]]}]",biographical,1.0,studies,0.6135
Darwins_Legacy_chunk_18_1497615608349479_count_0_noise_25_noise_type_White,2,5.49,6.71,biographical studies,25,True,1.0,0.4585,lecture,White,biographical,studies,"[{'timestamps': [['biographical', 0.29, 0.98], ['studies', 0.98, 1.44]], 'confidence': 0.774, 'transcript': 'biographical studies ', 'word_confidence': [['biographical', 1.0], ['studies', 0.435]]}]",biographical,1.0,studies,0.6246
Darwins_Legacy_chunk_18_1497615608349479_count_0_noise_27_noise_type_White,2,5.49,6.71,biographical studies,27,True,1.0,0.4585,lecture,White,biographical,studies,"[{'timestamps': [['biographical', 0.29, 0.99], ['studies', 0.99, 1.44]], 'confidence': 0.78, 'transcript': 'biographical studies ', 'word_confidence': [['biographical', 1.0], ['studies', 0.439]]}]",biographical,1.0,studies,0.6209
